ride_id,pickup_datetime,pickup_city,pickup_zone,distance_km,fare_amount,traffic_level,driver_rating,ride_category,payment_mode,ride_duration_min,is_surge,ride_driver_id
OLA-R0000203,2025-02-01 01:28:00,Chennai,Metro Core,2.11,57.67,Low,3.63,Bike,UPI,7.17,0,DRV_01339
OLA-R0000204,2025-05-01 11:57:00,Delhi,Outskirts,1.7,77.84,High,3.35,Auto,Card,9.55,0,DRV_05978
OLA-R0000205,2025-01-19 11:51:00,Patna,Suburb,13.15,532.66,Medium,3.73,Micro,Card,90.11,0,DRV_02948
OLA-R0000206,2025-04-27 11:24:00,Chennai,Outskirts,2.3,90.94,Low,3.78,Sedan,Ola Money,13.7,1,DRV_04792
OLA-R0000207,2025-05-06 06:19:00,Jaipur,City,1.6,42.78,Severe,4.27,Micro,UPI,7.19,0,DRV_00817
OLA-R0000208,2025-01-24 15:56:00,Bhopal,Metro Core,0.86,12.87,Severe,3.68,Bike,Ola Money,4.69,1,DRV_05486
OLA-R0000209,2025-01-14 11:01:00,Lucknow,Metro Core,1.9,66.78,High,4.2,Auto,Cash,6.32,0,DRV_05689
OLA-R0000210,2025-03-06 14:50:00,Hyderabad,Outskirts,22.56,644.06,Severe,4.16,Mini,UPI,80.94,0,DRV_04568
OLA-R0000211,2025-03-24 17:19:00,Chennai,City,1.57,44.33,High,3.58,Bike,Card,3.95,0,DRV_01576
OLA-R0000212,2025-02-05 13:16:00,Pune,City,2.37,85.25,Low,4.61,Auto,Card,8.99,0,DRV_04167
OLA-R0000213,2025-04-20 02:02:00,Mumbai,City,,41.31,High,4.27,Sedan,UPI,7.96,1,DRV_06456
OLA-R0000214,2025-05-05 03:08:00,Kolkata,Outskirts,8.61,279.66,High,4.2,Sedan,UPI,36.7,1,DRV_03706
OLA-R0000215,2025-04-01 15:49:00,Indore,City,,126.61,Low,4.58,Auto,UPI,39.42,0,DRV_00228
OLA-R0000216,2025-04-30 01:53:00,Lucknow,Metro Core,0.9,18.15,Severe,3.85,Mini,Cash,5.39,0,DRV_02588
OLA-R0000217,2025-05-18 21:21:00,Ahmedabad,Outskirts,30.19,815.34,Medium,5.01,Bike,Cash,203.23,1,DRV_05441
OLA-R0000218,2025-02-02 17:55:00,Jaipur,Metro Core,0.87,14.95,Medium,4.15,Mini,Ola Money,2.86,0,DRV_00358
OLA-R0000219,2025-02-19 15:03:00,Kolkata,Metro Core,2.97,74.7,Low,4.51,Mini,Ola Money,22.81,0,DRV_03049
OLA-R0000220,2025-05-17 09:13:00,Indore,City,16.61,528.78,Severe,4.69,Micro,Ola Money,89.8,0,DRV_06256
OLA-R0000221,2025-04-17 02:30:00,Delhi,Outskirts,9.74,211.98,Low,4.24,Prime,UPI,32.85,1,DRV_04670
OLA-R0000222,2025-04-02 11:21:00,Patna,City,16.52,703.59,Severe,4.63,Sedan,Card,121.1,0,DRV_06136
OLA-R0000223,2025-02-26 13:52:00,Chennai,City,8.26,281.64,Severe,2.98,Mini,Ola Money,37.58,0,DRV_01584
OLA-R0000224,2025-02-03 07:38:00,Kolkata,Suburb,3.13,40.21,Severe,4.85,Auto,Ola Money,13.0,0,DRV_00738
OLA-R0000225,2025-03-27 18:05:00,Nagpur,Suburb,6.59,304.75,Medium,4.23,Auto,Ola Money,44.78,0,DRV_00468
OLA-R0000226,2025-02-09 22:18:00,Kolkata,Metro Core,2.04,51.26,Medium,4.61,Mini,Card,13.65,0,DRV_01545
OLA-R0000227,2025-01-18 13:00:00,Kolkata,Suburb,10.75,175.48,Low,4.4,Auto,UPI,42.08,0,DRV_03424
OLA-R0000228,2025-04-23 03:06:00,Delhi,Metro Core,1.4,37.21,Severe,3.99,Mini,UPI,7.34,0,DRV_01453
OLA-R0000229,2025-04-12 04:22:00,Surat,City,5.49,280.75,Low,3.37,Bike,Ola Money,31.52,0,DRV_05171
OLA-R0000230,2025-04-09 17:28:00,Kolkata,Outskirts,2.08,95.84,Low,,Micro,UPI,18.53,0,DRV_01271
OLA-R0000231,2025-05-01 20:17:00,Chennai,Metro Core,9.43,359.19,Medium,4.73,Mini,Card,37.44,0,DRV_06039
OLA-R0000232,2025-04-20 05:49:00,Mumbai,Outskirts,14.1,480.94,Low,2.97,Bike,Cash,57.87,0,DRV_04768
OLA-R0000233,2025-01-31 09:50:00,Hyderabad,Suburb,7.62,145.87,Severe,4.03,Micro,Card,36.06,0,DRV_04122
OLA-R0000234,2025-05-07 11:35:00,Kochi,City,35.96,710.79,Medium,3.79,Micro,UPI,200.02,1,DRV_05747
OLA-R0000235,2025-03-13 03:23:00,Kochi,Outskirts,8.32,274.24,Low,4.82,Prime,UPI,49.42,0,DRV_02524
OLA-R0000236,2025-04-23 06:35:00,Chandigarh,Suburb,2.75,107.77,Low,4.0,Bike,Cash,16.34,1,DRV_01119
OLA-R0000237,2025-04-16 11:08:00,Patna,City,0.12,3.91,High,3.47,Prime,Card,0.52,0,DRV_03969
OLA-R0000238,2025-01-04 22:20:00,Lucknow,Outskirts,12.09,399.64,High,3.99,Micro,UPI,74.1,1,DRV_04983
OLA-R0000239,2025-04-02 18:18:00,Lucknow,Outskirts,10.65,386.77,Low,4.56,Sedan,Ola Money,50.21,1,DRV_02173
OLA-R0000240,2025-02-22 19:05:00,Coimbatore,Outskirts,1.71,33.32,Low,3.97,Mini,Card,10.29,0,DRV_00321
OLA-R0000241,2025-03-14 05:14:00,Mumbai,City,5.94,208.49,Low,4.33,Micro,UPI,32.15,0,DRV_05454
OLA-R0000242,2025-01-08 11:46:00,Kochi,City,13.51,425.98,Low,4.5,Prime,UPI,54.97,0,DRV_00120
OLA-R0000243,2025-01-28 04:38:00,Mumbai,Metro Core,,183.46,Severe,3.87,Prime,Ola Money,36.45,1,DRV_04852
OLA-R0000244,2025-04-19 13:53:00,Indore,Outskirts,35.7,1214.92,Medium,4.48,Auto,Cash,132.98,0,DRV_03539
OLA-R0000245,2025-03-23 16:56:00,Mumbai,Metro Core,5.95,182.52,Low,4.24,Bike,UPI,35.11,0,DRV_03504
OLA-R0000246,2025-03-09 18:52:00,Lucknow,Suburb,3.86,119.72,Low,4.04,Sedan,Cash,18.9,0,DRV_03457
OLA-R0000247,2025-04-12 16:40:00,Kolkata,Suburb,4.39,218.9,Medium,4.43,Sedan,Card,29.31,1,DRV_03914
OLA-R0000248,2025-01-25 22:14:00,Kolkata,Metro Core,19.27,380.31,High,3.26,Micro,Cash,87.03,0,DRV_04088
OLA-R0000249,2025-02-25 22:37:00,Chandigarh,Suburb,8.36,250.78,Low,3.92,Mini,UPI,41.72,1,DRV_02561
OLA-R0000250,2025-01-02 02:40:00,Chandigarh,Suburb,14.48,316.82,Low,,Mini,Card,51.61,1,DRV_01047
OLA-R0000251,2025-04-30 20:38:00,Patna,City,10.21,290.63,Severe,3.23,Prime,Cash,28.37,0,DRV_04392
OLA-R0000252,2025-04-27 23:17:00,Chandigarh,Suburb,2.5,68.26,High,4.86,Sedan,UPI,11.33,0,DRV_05840
OLA-R0000253,2025-02-26 21:53:00,Patna,Suburb,2.37,49.16,Low,4.37,Bike,Ola Money,6.23,0,DRV_02976
OLA-R0000254,2025-02-26 03:55:00,Jaipur,Outskirts,4.66,143.53,Medium,3.41,Auto,Cash,22.25,1,DRV_00919
OLA-R0000255,2025-03-25 23:12:00,Bhopal,City,28.51,688.6,Low,4.3,Prime,Ola Money,121.94,0,DRV_01821
OLA-R0000256,2025-02-05 12:59:00,Bangalore,City,0.65,9.78,Medium,3.73,Micro,Card,1.98,0,DRV_04146
OLA-R0000257,2025-04-08 09:13:00,Indore,City,22.7,903.06,,4.05,Prime,UPI,208.24,0,DRV_02589
OLA-R0000258,2025-05-05 13:37:00,Lucknow,Outskirts,16.0,305.99,Medium,5.11,Auto,Ola Money,43.77,0,DRV_00832
OLA-R0000259,2025-04-04 04:27:00,Patna,City,7.64,224.6,Severe,4.31,Prime,UPI,29.76,1,DRV_04854
OLA-R0000260,2025-03-14 08:39:00,Pune,Outskirts,27.08,741.18,Severe,4.86,Prime,Cash,101.5,0,DRV_02798
OLA-R0000261,2025-01-10 14:04:00,Delhi,Metro Core,16.16,623.1,Medium,3.81,Auto,UPI,104.21,0,DRV_05602
OLA-R0000262,2025-05-10 01:06:00,Nagpur,Suburb,11.07,204.32,High,2.93,Auto,Cash,35.64,0,DRV_05073
OLA-R0000263,2025-05-17 17:31:00,Bhopal,Suburb,4.89,208.16,Severe,4.66,Bike,Cash,47.03,0,DRV_06179
OLA-R0000264,2025-04-05 15:28:00,Delhi,City,3.72,57.63,Low,3.69,Sedan,UPI,15.24,0,DRV_05238
OLA-R0000265,2025-04-21 18:17:00,Mumbai,Suburb,0.35,9.46,High,4.35,Micro,Cash,2.43,0,DRV_01689
OLA-R0000266,2025-03-19 10:50:00,Surat,Metro Core,30.15,904.39,Medium,3.9,Sedan,Card,222.32,1,DRV_04394
OLA-R0000267,2025-01-21 18:24:00,Patna,Metro Core,2.76,106.02,Low,4.24,Auto,UPI,19.87,0,DRV_00864
OLA-R0000268,2025-03-23 01:31:00,Kochi,Outskirts,1.85,46.45,High,3.92,Bike,Cash,6.18,0,DRV_06100
OLA-R0000269,2025-04-02 20:35:00,Mumbai,Suburb,5.32,187.26,,3.98,Micro,UPI,18.06,0,DRV_06450
OLA-R0000270,2025-04-17 09:41:00,Chennai,Outskirts,1.67,42.4,Low,3.9,Prime,Ola Money,5.03,0,DRV_04702
OLA-R0000271,2025-01-11 18:05:00,Hyderabad,Metro Core,8.81,305.21,High,4.25,Prime,UPI,48.05,0,DRV_03281
OLA-R0000272,2025-01-13 16:25:00,Coimbatore,Outskirts,5.29,246.8,Severe,3.89,Bike,Cash,53.01,0,DRV_04176
OLA-R0000273,2025-05-12 04:27:00,Ahmedabad,Metro Core,3.52,89.06,Severe,3.51,Bike,Cash,22.42,0,DRV_03690
OLA-R0000274,2025-05-02 04:18:00,Surat,City,41.53,1247.64,Low,4.18,Sedan,UPI,212.62,0,DRV_03219
OLA-R0000275,2025-05-04 13:54:00,Ahmedabad,Outskirts,5.01,199.36,Severe,5.64,Bike,Card,34.65,1,DRV_03358
OLA-R0000276,2025-01-01 20:28:00,Bangalore,Outskirts,3.75,75.79,Severe,4.52,Micro,Card,14.56,1,DRV_02649
OLA-R0000277,2025-04-26 12:38:00,Lucknow,Outskirts,20.82,1005.67,Low,4.53,Bike,Ola Money,129.46,0,DRV_01109
OLA-R0000278,2025-03-31 06:39:00,Nagpur,City,4.49,135.47,Low,4.94,Sedan,Cash,19.8,0,DRV_03714
OLA-R0000279,2025-01-22 03:04:00,Pune,Metro Core,0.85,27.27,,4.16,Sedan,Ola Money,5.17,0,DRV_04667
OLA-R0000280,2025-02-01 14:54:00,Coimbatore,Outskirts,3.43,96.02,High,4.44,Bike,UPI,14.97,1,DRV_06283
OLA-R0000281,2025-03-01 19:53:00,Patna,Metro Core,1.95,44.14,,3.52,Auto,Ola Money,15.0,0,DRV_06463
OLA-R0000282,2025-01-20 05:37:00,Delhi,City,2.84,122.98,Low,3.75,Mini,Card,24.51,1,DRV_03631
OLA-R0000283,2025-04-29 16:11:00,Ahmedabad,City,17.65,498.5,High,4.29,Bike,Ola Money,163.54,0,DRV_04957
OLA-R0000284,2025-01-03 06:25:00,Pune,Outskirts,0.01,0.33,Medium,4.6,Mini,Ola Money,0.03,0,DRV_02147
OLA-R0000285,2025-01-13 08:18:00,Bangalore,Metro Core,2.59,107.76,Low,4.26,Sedan,Ola Money,11.61,0,DRV_00162
OLA-R0000286,2025-01-11 07:16:00,Jaipur,Metro Core,7.51,273.4,Medium,4.31,Bike,Ola Money,48.38,0,DRV_00488
OLA-R0000287,2025-04-24 02:52:00,Chennai,City,4.41,92.62,Severe,4.33,Prime,Cash,26.83,0,DRV_04705
OLA-R0000288,2025-03-16 01:39:00,Patna,Suburb,4.89,79.35,,2.98,Bike,UPI,15.44,0,DRV_01413
OLA-R0000289,2025-03-18 07:34:00,Delhi,City,1.18,26.5,Severe,4.36,Prime,Ola Money,4.75,0,DRV_01224
OLA-R0000290,2025-04-10 10:11:00,Chennai,Metro Core,,129.52,Severe,4.26,Prime,UPI,37.22,0,DRV_00575
OLA-R0000291,2025-04-14 23:47:00,Mumbai,Metro Core,6.37,173.97,Low,4.25,Mini,UPI,29.45,1,DRV_02733
OLA-R0000292,2025-04-13 12:09:00,Bhopal,Metro Core,4.74,184.34,Medium,4.34,Micro,UPI,21.28,1,DRV_04429
OLA-R0000293,2025-03-11 07:11:00,Bangalore,Outskirts,3.53,107.57,,3.62,Sedan,Cash,25.08,0,DRV_06091
OLA-R0000294,2025-03-16 04:27:00,Kolkata,Metro Core,2.29,,Medium,4.25,Mini,UPI,22.37,1,DRV_06223
OLA-R0000295,2025-02-24 21:25:00,Kolkata,Suburb,2.66,85.37,,4.85,Mini,Cash,15.68,0,DRV_06188
OLA-R0000296,2025-01-15 23:29:00,Mumbai,Suburb,3.22,91.19,Severe,5.75,Prime,Ola Money,15.83,0,DRV_01706
OLA-R0000297,2025-05-03 18:30:00,Hyderabad,City,0.01,0.27,Severe,4.92,Sedan,Ola Money,0.06,0,DRV_05548
OLA-R0000298,2025-01-25 09:10:00,Kochi,Suburb,22.03,612.56,Low,4.56,Auto,Ola Money,88.54,1,DRV_01399
OLA-R0000299,2025-03-20 06:07:00,Lucknow,Outskirts,3.81,137.33,Severe,3.97,Prime,Card,20.2,0,DRV_00482
OLA-R0000300,2025-01-02 18:15:00,Mumbai,City,4.92,141.14,Low,4.42,Prime,Cash,22.1,0,DRV_05077
OLA-R0000301,2025-04-14 06:22:00,Surat,City,1.99,28.89,Medium,4.14,Mini,Cash,7.61,0,DRV_04427
OLA-R0000302,2025-02-18 23:20:00,Delhi,City,12.01,469.86,High,3.92,Mini,UPI,54.4,0,DRV_05853
OLA-R0000303,2025-01-02 18:30:00,Patna,City,7.26,127.27,Medium,3.61,Micro,Ola Money,43.56,0,DRV_00169
OLA-R0000304,2025-01-04 07:24:00,Surat,Outskirts,2.12,78.33,,3.76,Auto,Ola Money,10.99,0,DRV_00994
OLA-R0000305,2025-02-15 21:32:00,Bangalore,Outskirts,2.87,40.34,Medium,4.2,Prime,UPI,14.41,1,DRV_03742
OLA-R0000306,2025-05-16 02:33:00,Bhopal,Metro Core,0.79,38.25,High,4.34,Micro,Card,6.33,0,DRV_03933
OLA-R0000307,2025-02-16 23:16:00,Coimbatore,Suburb,9.69,174.7,Low,4.73,Mini,Card,30.14,0,DRV_00676
OLA-R0000308,2025-01-18 11:57:00,Kochi,Suburb,6.0,128.94,High,3.89,Micro,UPI,22.03,0,DRV_05210
OLA-R0000309,2025-02-17 06:58:00,Pune,Suburb,7.26,183.92,Severe,4.37,Auto,Cash,56.99,0,DRV_02322
OLA-R0000310,2025-04-16 22:49:00,Bhopal,City,16.88,602.58,High,4.68,Bike,Ola Money,98.47,0,DRV_01141
OLA-R0000311,2025-05-09 14:02:00,Chennai,City,15.21,613.17,High,3.66,Mini,Card,138.44,0,DRV_01153
OLA-R0000312,2025-01-07 03:09:00,Jaipur,Suburb,18.69,394.93,High,3.81,Mini,Card,107.14,0,DRV_02553
OLA-R0000313,2025-01-30 02:02:00,Mumbai,Metro Core,0.71,38.04,Medium,3.59,Sedan,Ola Money,4.07,0,DRV_04498
OLA-R0000314,2025-01-22 03:39:00,Chandigarh,Suburb,1.87,68.9,Severe,4.37,Micro,Ola Money,16.45,1,DRV_03807
OLA-R0000315,2025-04-20 12:29:00,Mumbai,Metro Core,0.61,12.98,Severe,4.39,Micro,UPI,1.6,1,DRV_01643
OLA-R0000316,2025-01-24 03:32:00,Bangalore,Suburb,0.87,,High,,Bike,Card,7.3,0,DRV_03566
OLA-R0000317,2025-05-17 19:02:00,Jaipur,Suburb,1.59,48.69,Medium,4.53,Prime,Card,10.75,0,DRV_01793
OLA-R0000318,2025-04-26 10:02:00,Bangalore,Suburb,5.28,88.46,Medium,4.52,Sedan,Card,32.12,0,DRV_01220
OLA-R0000319,2025-02-17 05:39:00,Patna,Outskirts,17.92,401.6,Low,3.65,Mini,Card,84.41,0,DRV_05474
OLA-R0000320,2025-02-03 08:43:00,Nagpur,Outskirts,7.18,196.96,Medium,4.44,Sedan,Ola Money,52.47,1,DRV_05091
OLA-R0000321,2025-03-22 10:49:00,Coimbatore,Suburb,12.19,479.47,Low,5.09,Auto,Ola Money,81.01,0,DRV_05236
OLA-R0000322,2025-02-07 19:25:00,Hyderabad,Suburb,4.7,166.29,Medium,4.5,Sedan,Cash,14.22,0,DRV_01717
OLA-R0000323,2025-02-25 23:55:00,Surat,City,6.56,163.57,Severe,4.93,Auto,Cash,29.18,0,DRV_01341
OLA-R0000324,2025-03-06 23:23:00,Surat,Suburb,5.02,80.23,Low,4.14,Bike,Card,28.6,0,DRV_06342
OLA-R0000325,2025-02-05 14:26:00,Ahmedabad,Metro Core,9.61,221.3,High,4.13,Sedan,UPI,35.66,0,DRV_05932
OLA-R0000326,2025-01-12 18:59:00,Kochi,Metro Core,17.6,644.61,Low,4.17,Micro,Ola Money,81.42,0,DRV_00359
OLA-R0000327,2025-02-03 02:03:00,Pune,Suburb,10.04,187.31,Low,3.76,Prime,Ola Money,49.49,1,DRV_02548
OLA-R0000328,2025-04-22 06:48:00,Ahmedabad,Outskirts,1.14,25.92,Severe,4.7,Micro,UPI,7.71,1,DRV_01337
OLA-R0000329,2025-01-12 08:59:00,Kochi,Metro Core,6.24,270.7,,,Sedan,Card,35.74,1,DRV_00957
OLA-R0000330,2025-02-13 19:38:00,Bhopal,Outskirts,2.3,56.46,Severe,3.95,Mini,Cash,10.58,0,DRV_05602
OLA-R0000331,2025-05-11 05:08:00,Coimbatore,Suburb,14.25,314.05,Severe,4.77,Sedan,Cash,105.5,1,DRV_00078
OLA-R0000332,2025-04-25 10:46:00,Ahmedabad,Suburb,12.77,258.48,,3.97,Auto,Card,38.26,0,DRV_04282
OLA-R0000333,2025-05-16 13:32:00,Delhi,City,4.7,85.26,Low,4.83,Auto,Ola Money,11.38,0,DRV_06384
OLA-R0000334,2025-04-23 01:27:00,Pune,Outskirts,21.52,460.73,Medium,3.37,Mini,Ola Money,151.62,0,DRV_03666
OLA-R0000335,2025-03-18 07:37:00,Kolkata,Suburb,14.0,555.44,High,4.01,Prime,Ola Money,54.24,1,DRV_00121
OLA-R0000336,2025-01-31 21:30:00,Chennai,City,3.7,104.26,Low,4.15,Micro,Card,26.42,0,DRV_04936
OLA-R0000337,2025-05-02 18:25:00,Jaipur,Outskirts,7.59,,High,4.51,Auto,Ola Money,53.14,0,DRV_02015
OLA-R0000338,2025-04-16 05:36:00,Chennai,Metro Core,0.6,20.29,High,3.44,Prime,Ola Money,5.75,0,DRV_00037
OLA-R0000339,2025-03-29 10:38:00,Coimbatore,Suburb,7.77,274.87,Low,3.87,Mini,UPI,43.58,0,DRV_02364
OLA-R0000340,2025-04-09 15:17:00,Mumbai,Suburb,6.21,187.2,Low,3.96,Sedan,UPI,44.21,0,DRV_00384
OLA-R0000341,2025-01-27 19:49:00,Indore,Outskirts,13.51,256.0,Medium,4.22,Auto,Cash,71.71,0,DRV_01907
OLA-R0000342,2025-02-26 09:47:00,Hyderabad,Suburb,5.97,160.88,Medium,3.93,Auto,Card,22.6,0,DRV_01002
OLA-R0000343,2025-02-28 06:21:00,Hyderabad,City,18.7,473.99,Severe,3.95,Micro,UPI,107.13,0,DRV_01919
OLA-R0000344,2025-04-18 19:41:00,Chandigarh,Suburb,1.75,47.11,Low,4.28,Auto,Card,9.35,0,DRV_01318
OLA-R0000345,2025-02-11 08:08:00,Lucknow,Outskirts,8.81,262.68,High,4.09,Prime,Card,34.1,0,DRV_01158
OLA-R0000346,2025-01-07 16:15:00,Pune,Metro Core,21.9,386.9,High,4.53,Prime,UPI,104.11,0,DRV_03942
OLA-R0000347,2025-05-01 23:35:00,Lucknow,City,10.08,344.81,High,4.08,Sedan,Cash,49.85,1,DRV_05781
OLA-R0000348,2025-03-25 13:29:00,Kolkata,Suburb,39.81,1014.28,Severe,5.53,Prime,UPI,226.5,0,DRV_04547
OLA-R0000349,2025-04-04 23:17:00,Nagpur,Suburb,10.86,387.62,Medium,4.03,Micro,UPI,108.49,1,DRV_02772
OLA-R0000350,2025-02-07 21:50:00,Nagpur,City,1.47,47.42,Severe,3.83,Prime,Ola Money,13.5,0,DRV_03330
OLA-R0000351,2025-05-03 07:14:00,Coimbatore,Outskirts,3.01,103.41,High,4.39,Mini,Cash,24.26,0,DRV_00050
OLA-R0000352,2025-03-05 03:25:00,Chennai,Outskirts,10.3,486.13,High,3.97,Prime,Card,81.37,0,DRV_02109
OLA-R0000353,2025-01-02 14:35:00,Nagpur,Outskirts,3.79,112.55,Severe,4.99,Sedan,Cash,21.09,0,DRV_02087
OLA-R0000354,2025-01-29 21:44:00,Mumbai,City,7.19,231.87,Medium,3.73,Prime,UPI,24.45,0,DRV_03731
OLA-R0000355,2025-05-13 15:29:00,Chennai,Outskirts,0.75,13.33,High,4.77,Prime,Card,2.03,0,DRV_04971
OLA-R0000356,2025-01-22 23:18:00,Lucknow,City,16.41,501.65,High,3.92,Prime,UPI,82.32,0,DRV_00266
OLA-R0000357,2025-03-10 05:30:00,Mumbai,City,3.47,73.71,Medium,4.47,Auto,Ola Money,9.72,0,DRV_00784
OLA-R0000358,2025-02-18 10:47:00,Bangalore,Metro Core,1.76,,Severe,4.31,Micro,UPI,6.87,0,DRV_00659
OLA-R0000359,2025-03-14 19:53:00,Chandigarh,Metro Core,6.84,319.01,Medium,4.1,Prime,UPI,48.12,1,DRV_02080
OLA-R0000360,2025-02-20 21:51:00,Bhopal,City,15.94,311.72,Medium,4.67,Micro,UPI,61.82,0,DRV_04611
OLA-R0000361,2025-01-06 22:02:00,Delhi,City,4.69,143.75,High,4.48,Auto,UPI,37.82,0,DRV_06048
OLA-R0000362,2025-04-21 02:01:00,Patna,City,8.93,159.31,Low,4.41,Mini,Cash,38.38,0,DRV_05343
OLA-R0000363,2025-01-09 16:39:00,Delhi,City,13.32,409.3,High,3.93,Prime,UPI,78.11,0,DRV_04530
OLA-R0000364,2025-04-28 07:57:00,Jaipur,Suburb,,22.38,Severe,4.3,Micro,Card,5.62,1,DRV_06130
OLA-R0000365,2025-04-01 03:23:00,Mumbai,City,14.05,,Low,2.96,Mini,Ola Money,131.26,1,DRV_01360
OLA-R0000366,2025-02-03 21:23:00,Lucknow,City,5.77,245.51,Low,3.12,Mini,UPI,52.36,0,DRV_02855
OLA-R0000367,2025-02-05 00:43:00,Ahmedabad,Suburb,1.06,33.53,High,3.72,Micro,Ola Money,3.46,0,DRV_05065
OLA-R0000368,2025-05-13 18:44:00,Delhi,City,23.3,482.05,High,4.02,Mini,UPI,89.26,0,DRV_06186
OLA-R0000369,2025-02-14 17:03:00,Surat,City,2.06,58.53,Low,4.79,Bike,UPI,6.31,0,DRV_01004
OLA-R0000370,2025-01-23 23:55:00,Bangalore,City,7.83,340.89,Severe,3.33,Auto,UPI,68.32,0,DRV_00463
OLA-R0000371,2025-01-22 11:07:00,Bangalore,Outskirts,5.11,103.04,Low,4.15,Prime,UPI,29.33,0,DRV_04877
OLA-R0000372,2025-02-18 19:47:00,Chandigarh,Metro Core,1.47,61.48,Medium,3.68,Sedan,UPI,9.59,0,DRV_05920
OLA-R0000373,2025-03-14 23:02:00,Patna,Suburb,0.41,11.48,Severe,3.95,Micro,UPI,1.54,0,DRV_05745
OLA-R0000374,2025-01-05 14:59:00,Ahmedabad,Metro Core,,501.45,High,4.57,Mini,Cash,92.16,0,DRV_00501
OLA-R0000375,2025-02-04 18:43:00,Ahmedabad,Suburb,1.49,29.69,Medium,4.58,Bike,Ola Money,4.15,1,DRV_02454
OLA-R0000376,2025-02-13 06:48:00,Patna,Outskirts,11.18,463.96,Medium,3.45,Bike,Cash,43.21,0,DRV_01076
OLA-R0000377,2025-01-28 21:53:00,Jaipur,Suburb,2.84,92.52,Medium,3.58,Micro,Cash,21.52,0,DRV_06322
OLA-R0000378,2025-04-09 19:13:00,Surat,City,0.14,4.11,Severe,4.38,Sedan,Ola Money,0.47,1,DRV_01360
OLA-R0000379,2025-03-03 22:45:00,Nagpur,Suburb,9.11,224.1,High,4.29,Auto,UPI,51.57,0,DRV_06053
OLA-R0000380,2025-04-09 13:47:00,Patna,City,3.66,93.09,High,3.21,Mini,UPI,19.08,0,DRV_02969
OLA-R0000381,2025-02-25 13:11:00,Chandigarh,Suburb,2.08,89.11,Medium,4.64,Sedan,Ola Money,20.14,0,DRV_06185
OLA-R0000382,2025-01-20 08:23:00,Surat,City,5.37,196.73,Severe,4.75,Sedan,UPI,26.92,0,DRV_05294
OLA-R0000383,2025-01-03 07:32:00,Ahmedabad,Suburb,1.05,26.02,Low,3.71,Auto,Card,5.64,0,DRV_03232
OLA-R0000384,2025-01-31 23:47:00,Surat,Metro Core,13.03,357.71,Low,4.28,Sedan,Card,86.65,0,DRV_01591
OLA-R0000385,2025-02-03 16:45:00,Mumbai,City,4.26,94.02,Medium,3.78,Mini,UPI,20.77,0,DRV_01102
OLA-R0000386,2025-01-30 04:27:00,Ahmedabad,Outskirts,10.15,180.83,Low,4.48,Mini,Card,46.71,0,DRV_03981
OLA-R0000387,2025-04-30 23:32:00,Nagpur,Metro Core,13.2,237.19,High,4.31,Auto,Cash,44.12,0,DRV_00085
OLA-R0000388,2025-01-03 16:20:00,Jaipur,Outskirts,18.3,440.04,Medium,5.52,Mini,UPI,82.88,0,DRV_06444
OLA-R0000389,2025-03-16 16:55:00,Jaipur,Suburb,10.56,268.0,Medium,4.29,Prime,Cash,47.21,1,DRV_02262
OLA-R0000390,2025-02-22 09:00:00,Bhopal,Outskirts,0.4,8.27,Severe,3.73,Micro,Card,1.95,1,DRV_05674
OLA-R0000391,2025-02-07 22:38:00,Delhi,Suburb,17.94,501.31,High,4.84,Auto,Card,133.3,0,DRV_00162
OLA-R0000392,2025-01-16 18:06:00,Pune,City,4.65,186.11,High,3.28,Prime,Cash,32.41,0,DRV_02185
OLA-R0000393,2025-02-18 15:56:00,Indore,Outskirts,11.36,184.39,Severe,4.25,Prime,Ola Money,43.32,0,DRV_01356
OLA-R0000394,2025-03-07 08:12:00,Ahmedabad,Outskirts,1.88,64.7,Low,4.22,Prime,UPI,16.62,0,DRV_01621
OLA-R0000395,2025-04-04 21:12:00,Mumbai,Metro Core,0.23,4.52,High,4.22,Sedan,UPI,1.45,1,DRV_00749
OLA-R0000396,2025-03-13 03:29:00,Mumbai,Metro Core,0.05,1.93,High,3.61,Micro,Cash,0.24,0,DRV_04004
OLA-R0000397,2025-04-28 21:09:00,Bhopal,Suburb,2.81,78.2,Severe,4.65,Prime,Cash,20.82,0,DRV_03405
OLA-R0000398,2025-02-16 16:15:00,Surat,City,6.5,184.99,Low,4.47,Sedan,Ola Money,61.37,0,DRV_04256
OLA-R0000399,2025-03-09 20:38:00,Delhi,City,1.6,61.57,Low,,Auto,Cash,13.44,0,DRV_02741
OLA-R0000400,2025-01-08 11:10:00,Surat,Metro Core,20.04,842.59,Severe,4.14,Micro,UPI,145.39,0,DRV_05783
OLA-R0000401,2025-02-15 03:26:00,Ahmedabad,City,,29.56,Medium,4.26,Prime,Card,7.12,1,DRV_05742
OLA-R0000402,2025-01-22 21:20:00,Nagpur,Outskirts,7.4,264.23,High,5.25,Auto,Ola Money,29.51,0,DRV_06317
OLA-R0000403,2025-04-04 04:31:00,Pune,Suburb,1.79,48.54,,4.1,Mini,Card,10.87,0,DRV_01675
OLA-R0000404,2025-02-25 11:10:00,Coimbatore,Outskirts,18.47,,High,3.89,Bike,Cash,84.07,0,DRV_04678
OLA-R0000405,2025-01-26 03:09:00,Jaipur,Outskirts,12.62,263.79,Severe,4.46,Prime,Ola Money,34.65,0,DRV_03336
