order_id,order_datetime,delivery_city,delivery_zone,distance_km,agent_rating,weather_condition,traffic_index,vehicle_type,package_weight_kg,delivery_time_min,is_delayed,agent_id
AMZ-20250425-00195,2025-04-25 07:47:00,Chandigarh,A,10.82,3.67,Fog,4.14,Cycle,0.54,35.82,0,AGENT_00996
AMZ-20250123-00196,2025-01-23 04:25:00,Ahmedabad,A,,4.29,Cloudy,5.95,Van,0.49,56.71,0,AGENT_05295
AMZ-20250227-00197,2025-02-27 08:54:00,Indore,A,13.43,4.71,Cloudy,7.75,Bike,1.58,36.15,0,AGENT_00350
AMZ-20250221-00198,2025-02-21 14:13:00,Chandigarh,A,3.14,3.25,Rain,8.36,Van,1.7,85.19,1,AGENT_01685
AMZ-20250311-00199,2025-03-11 00:22:00,Surat,B,0.44,3.37,Cloudy,5.76,Cycle,1.26,52.25,0,AGENT_01713
AMZ-20250306-00200,2025-03-06 07:17:00,Ahmedabad,A,4.31,3.57,Storm,0.67,Van,1.6,49.86,1,AGENT_05454
AMZ-20250214-00201,2025-02-14 20:08:00,Bangalore,C,0.72,4.15,Storm,8.63,Van,2.8,12.51,1,AGENT_00948
AMZ-20250119-00202,2025-01-19 10:25:00,Surat,C,10.21,4.98,Rain,1.51,Scooter,0.21,66.8,1,AGENT_03983
AMZ-20250203-00203,2025-02-03 01:54:00,Bhopal,A,1.33,4.46,Storm,3.81,Van,0.7,80.65,0,AGENT_02417
AMZ-20250202-00204,2025-02-02 05:42:00,Bangalore,D,1.31,3.42,Storm,6.26,Bike,4.53,29.42,1,AGENT_02649
AMZ-20250426-00205,2025-04-26 12:38:00,Pune,C,6.55,3.69,Storm,4.54,Bike,1.03,39.16,1,AGENT_01020
AMZ-20250107-00206,2025-01-07 19:43:00,Pune,A,0.19,4.11,,1.36,Cycle,4.84,12.62,0,AGENT_03459
AMZ-20250125-00207,2025-01-25 10:51:00,Hyderabad,C,2.73,4.43,Cloudy,3.11,Scooter,0.44,16.28,1,AGENT_01732
AMZ-20250104-00208,2025-01-04 22:24:00,Nagpur,A,6.24,4.19,Cloudy,9.07,Bike,1.08,35.78,0,AGENT_01419
AMZ-20250403-00209,2025-04-03 01:14:00,Jaipur,D,1.36,3.36,Fog,6.42,Scooter,3.51,38.29,1,AGENT_04405
AMZ-20250517-00210,2025-05-17 06:45:00,Bhopal,B,2.29,3.58,Rain,,Cycle,3.64,27.27,0,AGENT_00866
AMZ-20250518-00211,2025-05-18 21:49:00,Surat,C,2.72,3.81,,5.6,Scooter,2.37,60.71,0,AGENT_04156
AMZ-20250331-00212,2025-03-31 19:46:00,Pune,D,2.16,4.21,Rain,5.36,Scooter,1.29,32.44,1,AGENT_02327
AMZ-20250519-00213,2025-05-19 12:46:00,Patna,D,,3.78,Clear,4.28,Bike,3.13,62.98,1,AGENT_01582
AMZ-20250404-00214,2025-04-04 07:48:00,Nagpur,A,21.71,4.54,Fog,2.51,Bike,9.28,116.66,1,AGENT_00556
AMZ-20250430-00215,2025-04-30 06:39:00,Kolkata,B,1.39,3.01,Fog,7.6,Scooter,1.02,22.0,0,AGENT_02200
AMZ-20250518-00216,2025-05-18 23:35:00,Jaipur,A,,3.78,Cloudy,4.45,Van,1.6,20.42,0,AGENT_04629
AMZ-20250209-00217,2025-02-09 03:44:00,Kolkata,C,9.75,4.15,Clear,9.63,Cycle,1.68,55.48,1,AGENT_00810
AMZ-20250426-00218,2025-04-26 11:15:00,Chennai,B,2.64,3.88,Cloudy,9.08,Cycle,1.24,89.14,0,AGENT_03194
AMZ-20250216-00219,2025-02-16 13:25:00,Nagpur,B,0.88,3.68,Fog,3.99,Scooter,0.61,11.7,1,AGENT_00115
AMZ-20250218-00220,2025-02-18 05:52:00,Pune,B,3.36,3.51,Clear,,Van,2.38,222.85,1,AGENT_04308
AMZ-20250320-00221,2025-03-20 13:46:00,Hyderabad,D,3.18,3.81,Storm,0.4,Scooter,7.64,75.03,0,AGENT_01241
AMZ-20250107-00222,2025-01-07 09:33:00,Delhi,C,5.32,4.02,Storm,4.1,Bike,2.77,21.82,1,AGENT_01611
AMZ-20250316-00223,2025-03-16 12:07:00,Mumbai,A,3.46,3.16,Clear,9.57,Scooter,0.14,13.24,0,AGENT_02733
AMZ-20250413-00224,2025-04-13 12:09:00,Mumbai,A,13.31,4.07,Rain,9.35,Bike,3.38,33.44,1,AGENT_01407
AMZ-20250130-00225,2025-01-30 04:07:00,Bangalore,A,11.27,3.7,Cloudy,1.54,Bike,1.37,37.44,1,AGENT_04061
AMZ-20250126-00226,2025-01-26 22:44:00,Kolkata,A,,3.48,Fog,5.19,Bike,1.24,31.95,1,AGENT_00909
AMZ-20250414-00227,2025-04-14 16:05:00,Kolkata,A,5.73,,Rain,7.15,Scooter,1.69,24.52,0,AGENT_02471
AMZ-20250223-00228,2025-02-23 08:43:00,Chennai,B,2.17,4.12,Rain,9.89,Scooter,2.89,29.55,1,AGENT_00675
AMZ-20250126-00229,2025-01-26 20:02:00,Mumbai,C,2.45,4.38,Storm,6.18,Cycle,0.98,10.41,0,AGENT_01706
AMZ-20250503-00230,2025-05-03 18:30:00,Kolkata,D,5.18,4.69,Rain,2.44,Bike,0.11,53.48,1,AGENT_04938
AMZ-20250224-00231,2025-02-24 15:11:00,Mumbai,B,2.34,3.22,Cloudy,3.24,Bike,3.94,148.5,1,AGENT_00304
AMZ-20250124-00232,2025-01-24 22:09:00,Hyderabad,A,0.79,4.98,Cloudy,6.44,Bike,2.72,42.58,0,AGENT_03522
AMZ-20250409-00233,2025-04-09 09:26:00,Surat,C,32.81,3.23,Fog,8.3,Cycle,2.68,170.34,1,AGENT_01040
AMZ-20250208-00234,2025-02-08 22:31:00,Bhopal,D,12.0,4.16,Fog,6.44,Van,0.56,17.11,0,AGENT_04188
AMZ-20250517-00235,2025-05-17 09:18:00,Ahmedabad,D,2.14,4.97,Cloudy,9.23,Bike,6.21,76.96,1,AGENT_02389
AMZ-20250423-00236,2025-04-23 19:33:00,Chennai,A,0.02,3.73,Cloudy,8.13,Scooter,1.71,87.54,1,AGENT_04981
AMZ-20250513-00237,2025-05-13 23:00:00,Chennai,B,9.3,3.19,Fog,4.93,Van,1.53,51.58,1,AGENT_00321
AMZ-20250402-00238,2025-04-02 18:45:00,Kolkata,A,11.56,4.08,Fog,9.59,Scooter,0.24,41.57,0,AGENT_01378
AMZ-20250113-00239,2025-01-13 00:00:00,Kolkata,B,24.82,4.45,Rain,8.04,Van,1.0,15.33,1,AGENT_00013
AMZ-20250207-00240,2025-02-07 21:21:00,Pune,A,8.7,,Rain,1.97,Cycle,2.37,17.23,1,AGENT_01961
AMZ-20250419-00241,2025-04-19 02:06:00,Hyderabad,A,,3.3,Cloudy,0.58,Bike,4.72,27.56,1,AGENT_00976
AMZ-20250315-00242,2025-03-15 22:41:00,Mumbai,A,8.87,3.89,Cloudy,1.75,Scooter,0.99,14.08,0,AGENT_01138
AMZ-20250505-00243,2025-05-05 19:02:00,Patna,B,1.8,4.61,Cloudy,4.77,Cycle,2.94,151.5,0,AGENT_03181
AMZ-20250102-00244,2025-01-02 14:54:00,Chandigarh,C,27.25,2.94,Cloudy,8.76,Van,0.11,13.91,1,AGENT_02007
AMZ-20250108-00245,2025-01-08 09:31:00,Delhi,A,3.55,4.02,Cloudy,3.34,Scooter,0.27,15.9,0,AGENT_03560
AMZ-20250122-00246,2025-01-22 14:47:00,Hyderabad,B,10.61,4.21,Clear,7.6,Van,0.98,45.49,1,AGENT_02702
AMZ-20250402-00247,2025-04-02 05:59:00,Chennai,C,15.14,,Clear,5.83,Scooter,2.66,61.91,1,AGENT_01960
AMZ-20250220-00248,2025-02-20 13:26:00,Nagpur,D,,3.46,Cloudy,4.02,Van,2.76,148.3,1,AGENT_03314
AMZ-20250320-00249,2025-03-20 15:11:00,Bhopal,B,8.13,4.47,Fog,1.33,Bike,0.26,38.99,0,AGENT_05787
AMZ-20250409-00250,2025-04-09 03:15:00,Bangalore,B,1.36,4.35,Cloudy,2.87,Van,3.7,50.63,0,AGENT_01223
AMZ-20250313-00251,2025-03-13 04:39:00,Chennai,A,9.04,3.5,Fog,6.41,Scooter,7.48,11.61,1,AGENT_01863
AMZ-20250307-00252,2025-03-07 06:21:00,Pune,D,20.04,4.1,Storm,,Van,7.66,10.08,0,AGENT_01307
AMZ-20250423-00253,2025-04-23 19:45:00,Hyderabad,B,7.69,4.46,Storm,3.07,Scooter,3.06,21.03,1,AGENT_02835
AMZ-20250413-00254,2025-04-13 18:10:00,Mumbai,C,4.15,3.86,Clear,8.24,Scooter,1.61,49.01,0,AGENT_00454
AMZ-20250218-00255,2025-02-18 03:37:00,Nagpur,D,,4.69,Cloudy,5.83,Bike,1.42,45.28,0,AGENT_00736
AMZ-20250512-00256,2025-05-12 16:36:00,Kolkata,B,0.91,4.74,Storm,4.28,Bike,4.77,94.33,0,AGENT_00241
AMZ-20250430-00257,2025-04-30 05:08:00,Jaipur,C,,2.88,Fog,5.56,Van,5.33,33.25,1,AGENT_03128
AMZ-20250513-00258,2025-05-13 01:20:00,Delhi,C,6.49,5.01,Storm,0.79,Van,1.43,58.85,1,AGENT_00207
AMZ-20250120-00259,2025-01-20 11:48:00,Bangalore,C,0.11,3.7,Rain,2.48,Van,3.24,30.56,1,AGENT_01220
AMZ-20250217-00260,2025-02-17 05:39:00,Ahmedabad,C,1.12,4.52,Storm,4.2,Scooter,3.07,147.7,1,AGENT_00832
AMZ-20250517-00261,2025-05-17 10:24:00,Chennai,D,11.66,4.07,Clear,4.25,Cycle,0.99,20.26,1,AGENT_02877
AMZ-20250508-00262,2025-05-08 05:03:00,Surat,B,7.68,4.18,Cloudy,5.02,Cycle,4.49,45.18,1,AGENT_04184
AMZ-20250219-00263,2025-02-19 01:44:00,Lucknow,D,7.73,4.47,Clear,2.81,Van,0.01,13.04,0,AGENT_00300
AMZ-20250317-00264,2025-03-17 03:28:00,Hyderabad,C,18.81,4.33,Rain,9.93,Van,1.09,78.59,1,AGENT_01717
AMZ-20250225-00265,2025-02-25 23:55:00,Delhi,C,19.36,4.14,Cloudy,1.2,Bike,2.71,17.57,0,AGENT_00712
AMZ-20250303-00266,2025-03-03 05:13:00,Nagpur,C,1.53,4.32,Fog,5.61,Scooter,2.72,32.56,0,AGENT_03275
AMZ-20250501-00267,2025-05-01 03:15:00,Jaipur,C,3.05,3.12,Cloudy,5.3,Scooter,4.68,18.28,0,AGENT_04352
AMZ-20250127-00268,2025-01-27 17:10:00,Bhopal,B,,4.11,Rain,3.32,Van,0.84,20.05,0,AGENT_05932
AMZ-20250112-00269,2025-01-12 18:59:00,Jaipur,D,2.78,3.8,Clear,7.45,Bike,2.52,187.48,0,AGENT_00359
AMZ-20250203-00270,2025-02-03 02:03:00,Bangalore,B,3.04,4.3,Fog,9.91,Scooter,7.61,124.38,0,AGENT_00241
AMZ-20250122-00271,2025-01-22 13:34:00,Surat,A,19.62,4.09,Clear,2.2,Scooter,0.41,29.8,1,AGENT_01166
AMZ-20250119-00272,2025-01-19 07:00:00,Surat,A,7.66,3.75,Rain,8.56,Cycle,1.63,21.02,0,AGENT_00657
AMZ-20250117-00273,2025-01-17 06:52:00,Jaipur,A,4.4,4.12,Storm,2.76,Scooter,3.33,22.0,0,AGENT_05652
AMZ-20250401-00274,2025-04-01 08:43:00,Hyderabad,D,1.29,3.98,Clear,8.59,Cycle,0.3,19.7,0,AGENT_02907
AMZ-20250505-00275,2025-05-05 11:19:00,Delhi,C,10.71,4.34,Storm,9.84,Van,3.41,67.72,1,AGENT_00078
AMZ-20250425-00276,2025-04-25 10:46:00,Hyderabad,A,6.0,3.55,Cloudy,2.74,Bike,4.08,49.65,0,AGENT_03872
AMZ-20250131-00277,2025-01-31 07:18:00,Bhopal,A,3.68,3.47,Clear,4.53,Cycle,0.27,38.34,0,AGENT_03404
AMZ-20250120-00278,2025-01-20 06:10:00,Nagpur,A,14.11,4.13,Storm,5.82,Scooter,3.18,29.95,0,AGENT_01662
AMZ-20250504-00279,2025-05-04 05:11:00,Surat,C,4.98,3.93,Storm,4.6,Scooter,0.51,36.56,0,AGENT_03666
AMZ-20250318-00280,2025-03-18 07:37:00,Hyderabad,A,4.63,3.64,,0.62,Van,13.18,60.22,1,AGENT_03814
AMZ-20250402-00281,2025-04-02 02:43:00,Delhi,A,21.27,3.44,Rain,5.01,Scooter,0.45,19.34,0,AGENT_03238
AMZ-20250203-00282,2025-02-03 21:37:00,Kolkata,A,0.36,3.66,Cloudy,6.17,Cycle,13.78,50.39,1,AGENT_03735
AMZ-20250217-00283,2025-02-17 06:07:00,Surat,D,,4.17,Fog,1.49,Bike,1.79,17.61,0,AGENT_04736
AMZ-20250308-00284,2025-03-08 09:17:00,Chennai,A,6.09,4.3,Fog,0.72,Cycle,4.66,42.55,0,AGENT_00037
AMZ-20250329-00285,2025-03-29 10:38:00,Mumbai,B,5.57,4.19,Cloudy,8.43,Scooter,0.4,30.8,1,AGENT_01736
AMZ-20250508-00286,2025-05-08 22:39:00,Hyderabad,B,12.06,3.21,Cloudy,6.55,Bike,1.05,222.37,0,AGENT_02470
AMZ-20250120-00287,2025-01-20 12:05:00,Nagpur,A,7.84,3.5,Rain,8.73,Bike,7.45,25.7,1,AGENT_03902
AMZ-20250512-00288,2025-05-12 00:23:00,Indore,D,12.08,3.2,Rain,9.06,Van,6.89,11.96,0,AGENT_02539
AMZ-20250411-00289,2025-04-11 02:46:00,Bangalore,A,,,Fog,0.84,Cycle,5.59,169.13,1,AGENT_01274
AMZ-20250331-00290,2025-03-31 07:23:00,Nagpur,A,3.31,3.27,Clear,1.88,Bike,4.25,71.09,1,AGENT_04037
AMZ-20250301-00291,2025-03-01 23:40:00,Hyderabad,B,27.2,4.48,Cloudy,2.6,Van,2.19,23.1,1,AGENT_01268
AMZ-20250310-00292,2025-03-10 12:25:00,Delhi,D,2.27,3.75,,5.95,Van,0.82,13.1,1,AGENT_03030
AMZ-20250221-00293,2025-02-21 00:08:00,Nagpur,D,31.26,4.38,Clear,,Scooter,0.48,15.6,0,AGENT_04097
AMZ-20250326-00294,2025-03-26 10:34:00,Hyderabad,C,4.97,4.67,Cloudy,2.52,Scooter,4.02,100.22,1,AGENT_05445
AMZ-20250512-00295,2025-05-12 13:21:00,Delhi,B,1.89,2.55,Cloudy,,Scooter,4.12,12.44,1,AGENT_02429
AMZ-20250114-00296,2025-01-14 06:29:00,Lucknow,C,1.69,3.93,Rain,3.53,Van,0.76,93.29,1,AGENT_03232
AMZ-20250505-00297,2025-05-05 17:54:00,Surat,B,9.58,4.32,Fog,8.73,Cycle,0.44,15.02,1,AGENT_03512
AMZ-20250215-00298,2025-02-15 15:12:00,Chennai,A,15.56,3.79,Rain,4.39,Bike,0.28,17.86,0,AGENT_02772
AMZ-20250207-00299,2025-02-07 21:50:00,Surat,D,0.36,4.94,Rain,8.23,Cycle,3.8,19.65,1,AGENT_04976
AMZ-20250110-00300,2025-01-10 11:42:00,Nagpur,A,0.52,4.21,Storm,7.19,Scooter,2.35,19.02,0,AGENT_00472
AMZ-20250507-00301,2025-05-07 07:47:00,Chandigarh,C,3.32,3.58,Clear,0.16,Scooter,0.47,98.27,1,AGENT_01639
AMZ-20250416-00302,2025-04-16 04:03:00,Nagpur,A,3.26,3.64,Storm,3.54,Bike,3.54,14.9,1,AGENT_01572
AMZ-20250505-00303,2025-05-05 02:52:00,Chandigarh,D,2.57,4.07,Storm,3.52,Van,1.02,56.64,1,AGENT_02087
AMZ-20250129-00304,2025-01-29 21:44:00,Nagpur,A,5.2,4.53,Cloudy,7.84,Scooter,14.61,40.32,1,AGENT_01721
AMZ-20250315-00305,2025-03-15 06:17:00,Chennai,D,0.92,3.96,Rain,3.42,Scooter,4.9,16.45,1,AGENT_00847
AMZ-20250120-00306,2025-01-20 08:56:00,Bangalore,D,2.64,4.29,Cloudy,3.76,Cycle,6.89,29.64,0,AGENT_03465
AMZ-20250130-00307,2025-01-30 22:11:00,Delhi,C,5.99,3.71,Fog,9.08,Cycle,2.86,31.74,0,AGENT_00266
AMZ-20250310-00308,2025-03-10 05:30:00,Kolkata,A,4.05,3.55,,9.29,Scooter,3.02,70.14,0,AGENT_00243
AMZ-20250202-00309,2025-02-02 19:13:00,Nagpur,A,2.51,4.55,Storm,4.41,Bike,4.26,18.22,0,AGENT_03460
AMZ-20250410-00310,2025-04-10 11:06:00,Mumbai,A,4.66,3.7,Rain,2.83,Bike,2.34,34.01,1,AGENT_01590
AMZ-20250323-00311,2025-03-23 03:04:00,Delhi,C,10.78,3.76,Rain,7.59,Cycle,1.16,41.85,1,AGENT_01504
AMZ-20250216-00312,2025-02-16 04:53:00,Jaipur,D,0.68,3.35,Storm,5.71,Van,5.62,36.83,1,AGENT_03550
AMZ-20250213-00313,2025-02-13 23:51:00,Mumbai,B,11.21,3.26,Fog,2.09,Scooter,1.99,16.39,1,AGENT_05045
AMZ-20250513-00314,2025-05-13 14:59:00,Chandigarh,A,3.47,4.17,Rain,0.53,Scooter,1.55,17.45,1,AGENT_01477
AMZ-20250409-00315,2025-04-09 11:18:00,Bangalore,B,21.14,3.68,Fog,4.93,Van,0.32,64.91,1,AGENT_00488
AMZ-20250123-00316,2025-01-23 20:02:00,Nagpur,D,10.46,3.71,Storm,3.88,Van,0.32,71.96,1,AGENT_01683
AMZ-20250418-00317,2025-04-18 01:30:00,Patna,C,11.18,4.25,Storm,7.45,Cycle,3.01,121.93,1,AGENT_00023
AMZ-20250318-00318,2025-03-18 05:18:00,Patna,C,1.53,3.34,,,Bike,3.15,20.32,0,AGENT_04629
AMZ-20250201-00319,2025-02-01 06:25:00,Delhi,B,18.08,3.29,Fog,8.3,Scooter,8.51,30.43,0,AGENT_02290
AMZ-20250217-00320,2025-02-17 03:47:00,Delhi,B,7.18,3.8,Rain,5.89,Bike,1.21,89.02,0,AGENT_02005
AMZ-20250307-00321,2025-03-07 02:01:00,Bangalore,A,6.49,4.15,Fog,5.71,Bike,1.3,105.2,0,AGENT_05065
AMZ-20250513-00322,2025-05-13 18:44:00,Ahmedabad,C,7.52,4.79,Clear,5.02,Cycle,0.01,50.92,1,AGENT_05695
AMZ-20250207-00323,2025-02-07 21:25:00,Pune,B,7.99,4.48,Storm,4.79,Cycle,0.28,40.9,0,AGENT_00060
AMZ-20250408-00324,2025-04-08 19:57:00,Mumbai,C,13.03,3.61,Rain,5.03,Van,10.93,24.34,1,AGENT_00742
AMZ-20250130-00325,2025-01-30 10:26:00,Delhi,D,0.06,5.06,Cloudy,7.31,Scooter,5.45,113.67,0,AGENT_00966
AMZ-20250126-00326,2025-01-26 23:12:00,Ahmedabad,D,3.37,3.73,Cloudy,1.76,Scooter,6.17,19.65,0,AGENT_00122
AMZ-20250311-00327,2025-03-11 21:25:00,Kolkata,C,6.22,4.22,Fog,4.8,Bike,3.44,10.0,0,AGENT_01482
AMZ-20250314-00328,2025-03-14 00:04:00,Bhopal,A,0.53,3.89,Storm,8.78,Cycle,0.68,35.5,1,AGENT_03879
AMZ-20250227-00329,2025-02-27 23:33:00,Chennai,D,10.28,4.89,Clear,6.91,Cycle,1.68,11.75,0,AGENT_03675
AMZ-20250211-00330,2025-02-11 14:37:00,Mumbai,A,2.52,4.14,Cloudy,8.16,Van,1.32,34.25,0,AGENT_02216
AMZ-20250112-00331,2025-01-12 02:52:00,Pune,B,15.32,3.67,Fog,0.01,Van,1.69,12.42,0,AGENT_02220
AMZ-20250208-00332,2025-02-08 04:59:00,Chennai,A,22.97,3.43,Clear,9.83,Cycle,1.02,64.77,1,AGENT_04844
AMZ-20250325-00333,2025-03-25 22:07:00,Chennai,C,9.05,4.84,Fog,3.37,Scooter,1.93,13.76,0,AGENT_04111
AMZ-20250410-00334,2025-04-10 06:15:00,Ahmedabad,C,6.28,4.69,Cloudy,7.96,Scooter,0.96,11.92,0,AGENT_02479
AMZ-20250409-00335,2025-04-09 19:13:00,Patna,D,0.59,4.04,Cloudy,3.73,Scooter,0.35,28.81,0,AGENT_01394
AMZ-20250418-00336,2025-04-18 04:59:00,Nagpur,C,13.46,3.74,Rain,4.1,Van,1.09,125.18,1,AGENT_02253
AMZ-20250111-00337,2025-01-11 10:28:00,Chandigarh,C,4.58,4.3,Cloudy,9.06,Van,1.33,73.99,1,AGENT_05822
AMZ-20250328-00338,2025-03-28 23:39:00,Chennai,D,1.56,,Storm,8.78,Scooter,0.3,13.35,1,AGENT_02500
AMZ-20250209-00339,2025-02-09 10:48:00,Chandigarh,C,1.89,3.58,Rain,8.85,Van,4.01,19.13,0,AGENT_00871
AMZ-20250408-00340,2025-04-08 01:57:00,Kolkata,C,8.24,3.81,Rain,1.43,Van,0.23,31.75,1,AGENT_01410
AMZ-20250411-00341,2025-04-11 13:46:00,Nagpur,B,7.99,4.7,Clear,9.26,Scooter,3.09,11.6,0,AGENT_02013
AMZ-20250219-00342,2025-02-19 19:03:00,Bangalore,C,0.04,4.12,,,Cycle,0.59,50.62,1,AGENT_01395
AMZ-20250507-00343,2025-05-07 06:29:00,Bhopal,A,7.13,3.64,Fog,4.31,Bike,3.32,80.76,1,AGENT_03526
AMZ-20250205-00344,2025-02-05 08:29:00,Kolkata,A,5.07,3.92,,4.92,Bike,0.78,59.5,0,AGENT_00692
AMZ-20250415-00345,2025-04-15 15:52:00,Ahmedabad,B,0.09,3.81,Rain,8.04,Cycle,0.12,51.74,0,AGENT_00712
AMZ-20250418-00346,2025-04-18 17:59:00,Ahmedabad,D,5.77,4.21,Clear,9.6,Scooter,0.77,37.31,1,AGENT_03981
AMZ-20250430-00347,2025-04-30 23:32:00,Delhi,C,11.04,4.35,Storm,0.5,Bike,2.21,13.46,1,AGENT_03572
AMZ-20250124-00348,2025-01-24 15:06:00,Surat,C,9.99,3.73,Clear,,Van,0.16,54.53,0,AGENT_03794
AMZ-20250201-00349,2025-02-01 13:52:00,Pune,C,6.56,3.65,Rain,4.56,Bike,3.7,46.66,0,AGENT_01624
AMZ-20250316-00350,2025-03-16 16:55:00,Hyderabad,A,2.87,3.79,Clear,3.34,Van,3.47,72.99,0,AGENT_01639
AMZ-20250511-00351,2025-05-11 05:42:00,Hyderabad,D,11.67,3.96,Rain,2.41,Cycle,5.49,66.58,1,AGENT_05395
AMZ-20250312-00352,2025-03-12 16:46:00,Indore,D,8.89,4.47,Storm,2.57,Scooter,1.15,92.75,1,AGENT_04952
AMZ-20250223-00353,2025-02-23 05:09:00,Kolkata,A,9.53,4.31,Storm,1.93,Van,7.84,29.9,0,AGENT_04192
AMZ-20250411-00354,2025-04-11 05:04:00,Bhopal,A,7.01,4.15,Cloudy,5.8,Scooter,2.59,85.21,1,AGENT_05713
AMZ-20250203-00355,2025-02-03 06:27:00,Delhi,B,2.82,3.58,Fog,0.45,Cycle,3.21,108.73,0,AGENT_01795
AMZ-20250218-00356,2025-02-18 21:49:00,Indore,D,7.92,3.37,Storm,7.5,Cycle,0.88,179.62,0,AGENT_01356
AMZ-20250307-00357,2025-03-07 08:12:00,Lucknow,C,8.65,3.46,Storm,1.94,Bike,0.35,22.63,1,AGENT_05638
AMZ-20250327-00358,2025-03-27 03:01:00,Kolkata,B,4.78,4.02,Clear,3.25,Bike,4.99,76.52,1,AGENT_01861
AMZ-20250402-00359,2025-04-02 04:17:00,Chandigarh,C,1.95,4.05,Storm,1.49,Scooter,2.13,33.9,1,AGENT_04834
AMZ-20250420-00360,2025-04-20 20:19:00,Mumbai,A,0.16,3.53,Fog,2.92,Bike,3.51,45.03,1,AGENT_04004
AMZ-20250428-00361,2025-04-28 21:09:00,Nagpur,A,18.86,4.75,Cloudy,7.71,Scooter,1.82,72.17,1,AGENT_00420
AMZ-20250314-00362,2025-03-14 02:56:00,Surat,A,0.53,3.86,Fog,0.99,Van,0.37,16.42,1,AGENT_03829
AMZ-20250124-00363,2025-01-24 21:58:00,Surat,B,4.68,3.51,Clear,0.18,Van,0.33,156.87,0,AGENT_04256
AMZ-20250309-00364,2025-03-09 20:38:00,Delhi,A,8.5,3.88,Cloudy,8.15,Bike,1.92,36.49,1,AGENT_02741
AMZ-20250108-00365,2025-01-08 11:10:00,Bhopal,D,,3.66,Storm,,Bike,0.6,40.35,0,AGENT_05783
AMZ-20250215-00366,2025-02-15 03:26:00,Bhopal,C,7.52,3.72,Clear,3.9,Cycle,2.29,11.44,0,AGENT_00183
AMZ-20250315-00367,2025-03-15 15:30:00,Patna,A,19.93,4.31,Storm,7.42,Cycle,2.66,50.09,1,AGENT_00666
AMZ-20250422-00368,2025-04-22 19:57:00,Mumbai,D,15.89,4.04,Cloudy,9.06,Bike,3.24,13.26,1,AGENT_03857
AMZ-20250517-00369,2025-05-17 19:02:00,Pune,D,23.43,4.14,Cloudy,7.61,Cycle,7.47,23.09,1,AGENT_00198
AMZ-20250516-00370,2025-05-16 01:22:00,Chandigarh,C,5.91,3.59,Cloudy,1.4,Bike,0.3,20.18,1,AGENT_00481
AMZ-20250217-00371,2025-02-17 18:16:00,Nagpur,A,1.25,3.52,Clear,4.88,Scooter,0.55,32.54,0,AGENT_00502
AMZ-20250519-00372,2025-05-19 19:34:00,Bangalore,D,4.32,4.1,Clear,5.31,Scooter,1.71,15.33,0,AGENT_05513
AMZ-20250414-00373,2025-04-14 03:43:00,Kolkata,D,0.68,3.42,Rain,7.29,Scooter,2.89,34.23,1,AGENT_00741
AMZ-20250325-00374,2025-03-25 07:01:00,Mumbai,D,0.72,4.32,Storm,8.55,Scooter,2.77,14.0,0,AGENT_01690
AMZ-20250511-00375,2025-05-11 16:49:00,Ahmedabad,A,9.92,4.27,Cloudy,3.92,Bike,2.51,10.24,1,AGENT_02940
AMZ-20250413-00376,2025-04-13 23:03:00,Nagpur,D,,4.37,Cloudy,0.38,Cycle,3.97,13.17,0,AGENT_00017
AMZ-20250308-00377,2025-03-08 23:13:00,Jaipur,B,3.49,3.58,Cloudy,7.19,Van,0.73,46.44,0,AGENT_00445
AMZ-20250507-00378,2025-05-07 22:52:00,Chennai,A,4.48,3.55,Cloudy,2.75,Bike,3.84,80.47,1,AGENT_05194
AMZ-20250310-00379,2025-03-10 14:43:00,Jaipur,B,5.17,4.28,Cloudy,4.72,Bike,0.39,50.19,0,AGENT_03110
AMZ-20250429-00380,2025-04-29 10:02:00,Jaipur,B,2.64,3.06,Clear,0.39,Cycle,2.25,94.79,0,AGENT_00938
AMZ-20250328-00381,2025-03-28 15:28:00,Delhi,B,9.68,4.38,Clear,2.25,Bike,0.48,32.02,0,AGENT_03722
AMZ-20250130-00382,2025-01-30 00:08:00,Surat,B,7.59,3.89,Rain,3.5,Van,0.92,157.11,1,AGENT_04314
AMZ-20250301-00383,2025-03-01 09:24:00,Mumbai,A,8.96,3.91,Fog,5.15,Scooter,1.59,20.08,1,AGENT_05172
AMZ-20250220-00384,2025-02-20 04:09:00,Bangalore,A,56.47,,Clear,3.66,Cycle,1.04,70.35,0,AGENT_01405
AMZ-20250327-00385,2025-03-27 23:16:00,Surat,D,3.58,3.88,Clear,1.09,Bike,4.07,18.15,1,AGENT_00466
AMZ-20250426-00386,2025-04-26 16:59:00,Kolkata,D,3.7,4.09,Fog,4.58,Cycle,4.8,22.14,0,AGENT_05259
AMZ-20250216-00387,2025-02-16 01:43:00,Chandigarh,D,8.43,4.47,,2.81,Scooter,1.09,25.62,1,AGENT_01330
AMZ-20250430-00388,2025-04-30 17:13:00,Indore,B,11.14,,Rain,1.94,Cycle,2.17,20.37,1,AGENT_02037
AMZ-20250102-00389,2025-01-02 15:07:00,Kolkata,C,0.38,3.65,Clear,5.64,Cycle,2.73,51.79,1,AGENT_00007
AMZ-20250125-00390,2025-01-25 00:06:00,Lucknow,B,14.07,3.74,Fog,,Van,1.45,99.26,0,AGENT_05722
